0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 34, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 49, 38, 74, 38, 58, 31, 0, 0, 55, 40, 38, 14, 0
0, 0, 0, 93, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 127, 39, 0, 0, 0, 0
0, 0, 0, 166, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0
0, 0, 0, 190, 0, 0, 0, 0, 0, 37, 34, 19, 19, 19, 30, 0, 0, 0, 0, 0
0, 0, 0, 200, 38, 38, 55, 19, 19, 21, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0
0, 0, 0, 158, 0, 0, 15, 40, 35, 0, 0, 22, 19, 19, 35, 38, 40, 38, 14, 0
0, 0, 0, 287, 59, 0, 0, 22, 31, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 56, 208, 0, 0, 20, 20, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0
53, 0, 0, 0, 160, 19, 39, 181, 259, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0
36, 67, 70, 78, 170, 0, 0, 0, 0, 0, 0, 21, 19, 19, 19, 19, 20, 19, 19, 0
20, 20, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0
19, 19, 0, 28, 183, 0, 0, 0, 0, 0, 21, 20, 17, 0, 0, 0, 17, 19, 19, 0
34, 27, 0, 212, 165, 19, 20, 19, 19, 42, 35, 0, 19, 0, 0, 28, 14, 0, 0, 0
49, 0, 0, 169, 0, 0, 0, 0, 0, 0, 38, 0, 19, 0, 0, 19, 0, 0, 0, 0
0, 0, 0, 334, 130, 114, 119, 134, 72, 38, 104, 0, 19, 10, 19, 22, 0, 0, 0, 0
0, 0, 57, 70, 0, 0, 0, 63, 22, 0, 78, 0, 25, 43, 0, 0, 0, 0, 0, 0
0, 47, 129, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 12, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 138, 76, 77, 76, 91, 79, 76, 77, 76, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0