0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 114, 110, 0, 0, 0, 0, 0, 0 
0, 50, 23, 44, 0, 0, 0, 0, 0, 69, 38, 36, 75, 0, 0, 62, 39, 38, 60, 0 
0, 47, 19, 0, 0, 0, 0, 0, 0, 38, 0, 39, 56, 0, 134, 65, 0, 0, 0, 0 
0, 42, 19, 45, 0, 37, 20, 40, 38, 86, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0 
0, 20, 20, 93, 0, 19, 0, 19, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0 
0, 19, 7, 146, 57, 56, 41, 38, 16, 0, 0, 8, 20, 61, 156, 0, 0, 0, 0, 0 
0, 71, 44, 96, 0, 0, 30, 91, 71, 0, 18, 68, 19, 19, 65, 112, 33, 19, 30, 0 
0, 0, 0, 88, 16, 0, 0, 28, 80, 45, 29, 56, 0, 0, 0, 57, 95, 19, 56, 0 
0, 0, 0, 131, 107, 10, 0, 65, 35, 54, 27, 66, 14, 0, 0, 104, 128, 0, 75, 0 
0, 0, 0, 0, 76, 46, 38, 28, 108, 20, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 113, 0, 0, 0, 0, 19, 0, 21, 34, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 39, 0, 0, 0, 0, 19, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 118, 53, 0, 0, 0, 0, 19, 55, 59, 51, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 88, 102, 70, 90, 77, 77, 70, 163, 0, 39, 0, 0, 0, 0, 0, 0, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 39, 0, 0, 0, 0, 0, 31, 62 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 66, 76, 90, 65, 0, 29, 46, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 38, 0, 0, 0, 19, 19, 0 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 39, 113, 38, 97, 0, 70, 29, 38 
0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 154, 0, 30, 0, 0, 0, 0, 57, 0, 19 
0, 394, 248, 170, 206, 115, 117, 115, 144, 237, 143, 0, 0, 0, 64, 163, 101, 98, 19, 39